imdb_title_id,title,original_title,year,country,budget,avg_vote,votes,Comedy,Drama,Crime,Romance,Biography,History,Thriller,Action,Music,War,Adventure,Family,Fantasy,Horror,Mystery,Western,Sci-Fi,Animation,Musical,Sport,cluster,cluster2
tt0367628,"Didi, o Cupido Trapalhão","Didi, o Cupido Trapalhão",2003,Brazil,NA,2.4,291,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,4
tt0367859,O Homem Que Copiava,O Homem Que Copiava,2003,Brazil,NA,7.6,9319,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
tt0367975,Lisbela e o Prisioneiro,Lisbela e o Prisioneiro,2003,Brazil,NA,7.5,5602,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0371586,Vida de Menina,Vida de Menina,2003,Brazil,NA,6.7,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0371642,Dom,Dom,2003,Brazil,NA,5.2,275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0373747,Casa de Areia,Casa de Areia,2005,Brazil,BRL 8000000,7.3,3059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0373760,"Cinema, Aspirinas e Urubus","Cinema, Aspirinas e Urubus",2005,Brazil,NA,7.4,2488,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,5
tt0376873,"Sexo, Amor e Traição","Sexo, Amor e Traição",2004,"Brazil, Mexico",$ 1000000,5.3,674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
tt0377747,De Passagem,De Passagem,2003,Brazil,NA,6.7,169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0379199,O Caminho das Nuvens,O Caminho das Nuvens,2003,Brazil,NA,6.6,1087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7
tt0380165,Acquaria,Acquaria,2003,Brazil,BRL 7000000,3.1,383,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,96,5
tt0380531,"Maria, la madre del figlio di Dio","Maria, Mãe do Filho de Deus",2003,Brazil,NA,4.2,172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0382271,Rosario Tijeras,Rosario Tijeras,2005,"Colombia, Mexico, Spain, Brazil",NA,6.3,2242,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
tt0383001,Tainá 2: A Aventura Continua,Tainá 2: A Aventura Continua,2004,Brazil,BRL 5800000,4.8,169,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2
tt0383373,Garrincha: Estrela Solitária,Garrincha: Estrela Solitária,2003,"Brazil, Chile",NA,5.1,236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0384804,Mingri tianya,Mingri tianya,2003,"China, France, Brazil, South Korea, Hong Kong",NA,5.9,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1
